Gene ID	Gene Name	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'female'.log2foldchange	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.p-value	'adipose tissue specific Trim28 knockout' vs 'wild type genotype' in 'male'.log2foldchange
ENSMUSG00000100283	Gm29024	NA	0	NA	0
ENSMUSG00000100284	Gm29239	NA	0	NA	0
ENSMUSG00000100285	Gm21147	NA	0	NA	0
ENSMUSG00000100286	Gm28696	NA	0	NA	0
ENSMUSG00000100287	Gm28068	NA	0.1	NA	0.2
ENSMUSG00000100288	Gm28345	NA	0	NA	0
ENSMUSG00000100289	Gm28917	NA	0	NA	0
ENSMUSG00000100290	Gm18552	NA	0	NA	0
ENSMUSG00000100291	2310069B03Rik	NA	-0.5	0.741490841294496	0.2
ENSMUSG00000100292	Gm29198	NA	0	NA	0
ENSMUSG00000100294	1700034K08Rik	NA	0	NA	0
ENSMUSG00000100295	Gm28165	NA	0	NA	0
ENSMUSG00000100296	Vmn1r205	NA	0	NA	0
ENSMUSG00000100297	1700044K03Rik	NA	0	NA	0
ENSMUSG00000100298	Gm28126	NA	0	NA	0
ENSMUSG00000100299	Gm28584	NA	0	NA	0
ENSMUSG00000100300	Gm28191	NA	0	NA	0
ENSMUSG00000100301	6030407O03Rik	0.877361282178848	-0.4	NA	-0.5
ENSMUSG00000100302	Gm29670	NA	-0.1	NA	0
ENSMUSG00000100303	2600014E21Rik	0.849472077341126	0.5	0.956869631491031	0
ENSMUSG00000100304	Gm28190	NA	0	NA	0
ENSMUSG00000100305	Gm28360	NA	0	NA	0
ENSMUSG00000100306	Gm29362	NA	0	NA	0
ENSMUSG00000100307	Gm29546	NA	0	NA	0
ENSMUSG00000100308	Gm29410	NA	0	NA	0
ENSMUSG00000100309	Gm6644	NA	0	NA	0
ENSMUSG00000100310	Gm19641	NA	0	NA	0
ENSMUSG00000100311	Gm29581	NA	0	NA	0
ENSMUSG00000100312	Gm29048	NA	0	NA	0
ENSMUSG00000100313	Gm28323	NA	0	NA	0
ENSMUSG00000100314	1700010J16Rik	NA	0	NA	0
ENSMUSG00000100315	1700031P21Rik	NA	-0.1	NA	0
ENSMUSG00000100316	Gm28812	NA	0	NA	0
ENSMUSG00000100317	Gm28224	NA	0	NA	0
ENSMUSG00000100318	Gm18799	NA	0	NA	0
ENSMUSG00000100319	Gm5256	0.946632566744799	0.2	0.702964097526972	0.2
ENSMUSG00000100320	Gm29417	NA	0.3	NA	0.1
ENSMUSG00000100321	Gm29579	NA	0	NA	0
ENSMUSG00000100322	Gm29624	NA	0	NA	0
ENSMUSG00000100324	Gm9156	NA	0	NA	0
ENSMUSG00000100325	Gm28604	NA	0	NA	0
ENSMUSG00000100326	Gm28974	NA	0	NA	0
ENSMUSG00000100328	Gm28816	NA	0	NA	0
ENSMUSG00000100329	Gm29622	NA	0	NA	0
ENSMUSG00000100330	Gm28531	NA	0	NA	0
ENSMUSG00000100331	Gm20880	NA	0	NA	0
ENSMUSG00000100332	Gm29250	NA	0	NA	0
ENSMUSG00000100333	Gm28561	NA	0	NA	0
ENSMUSG00000100334	C230024C17Rik	NA	0	NA	0
ENSMUSG00000100335	2310008N11Rik	0.000120220939369691	1.9	9.62560254953684e-05	1.6
ENSMUSG00000100336	Gm29601	NA	0	NA	0
ENSMUSG00000100337	Gm5066	NA	0.1	NA	0.2
ENSMUSG00000100338	Gm28870	NA	0	NA	0
ENSMUSG00000100339	Gm21864	NA	0	NA	0
ENSMUSG00000100340	Gm28923	NA	0	NA	0
ENSMUSG00000100341	Gm29478	NA	0	NA	0
ENSMUSG00000100343	Gm20923	NA	0	NA	0
ENSMUSG00000100344	Gm29640	NA	0	NA	0
ENSMUSG00000100345	Gm29418	NA	0	NA	0
ENSMUSG00000100346	Gm28996	NA	0	NA	0
ENSMUSG00000100347	Gm7895	0.849472077341126	0.4	0.678968892126297	0.2
ENSMUSG00000100349	Gm28188	0.928145581735716	0.3	NA	0.4
ENSMUSG00000100350	Gm29091	NA	0	NA	0
ENSMUSG00000100351	Gm7867	NA	0.2	NA	-0.2
ENSMUSG00000100352	Gm28104	NA	0	NA	0
ENSMUSG00000100353	Gm28859	NA	0	NA	0
ENSMUSG00000100354	Gm29113	NA	0	NA	0
ENSMUSG00000100355	Gm28107	NA	0	NA	0
ENSMUSG00000100356	Gm18797	NA	0	NA	0
ENSMUSG00000100357	Gm28181	NA	0	NA	0
ENSMUSG00000100358	Scgb1b4-ps	NA	0	NA	0
ENSMUSG00000100359	Gm21766	NA	0	NA	0
ENSMUSG00000100360	Gm28649	NA	0	NA	0
ENSMUSG00000100361	Gm7063	NA	0	NA	0
ENSMUSG00000100362	Gm1833	0.765976596595711	0.6	NA	0
ENSMUSG00000100363	Gm20805	NA	0	NA	0
ENSMUSG00000100364	1700121L16Rik	NA	0	NA	0
ENSMUSG00000100365	Gm29319	NA	0	NA	0
ENSMUSG00000100366	Gm29568	NA	0	NA	0
ENSMUSG00000100367	Gm29336	NA	0.1	NA	0
ENSMUSG00000100368	Gm28656	NA	0	NA	0
ENSMUSG00000100369	Gm29527	NA	0	NA	0
ENSMUSG00000100372	1700003I22Rik	NA	0	NA	0
ENSMUSG00000100373	Gm29003	NA	0	NA	0
ENSMUSG00000100374	Gm4451	NA	0	NA	0
ENSMUSG00000100375	Gm28114	NA	0	NA	0
ENSMUSG00000100376	Gm28060	NA	0	NA	0
ENSMUSG00000100377	Gm28369	NA	0	NA	0
ENSMUSG00000100378	Rpap3-ps1	NA	0	NA	0
ENSMUSG00000100379	Gm28677	NA	0	NA	0
ENSMUSG00000100380	Gm17867	NA	0	NA	0
ENSMUSG00000100381	Gm28094	NA	0	NA	0
ENSMUSG00000100382	Gm28924	NA	0	NA	0
ENSMUSG00000100383	Gm28688	NA	0.2	NA	0.5
ENSMUSG00000100384	Gm28489	NA	0	NA	0
ENSMUSG00000100385	Gm29227	NA	0	NA	0
ENSMUSG00000100386	Scgb2b13-ps	NA	0	NA	0
ENSMUSG00000100387	Gm28514	NA	0	NA	0
ENSMUSG00000100388	Gm29116	NA	0	NA	0
ENSMUSG00000100389	Rbm6-ps2	NA	-0.1	NA	-0.2
ENSMUSG00000100390	Gm20881	NA	0	NA	0
ENSMUSG00000100391	Gm28978	NA	0	NA	0
ENSMUSG00000100392	Gm28935	NA	0	NA	0
ENSMUSG00000100393	Gm29491	NA	-0.1	NA	0
ENSMUSG00000100394	Gm28791	NA	0.4	NA	0.3
ENSMUSG00000100395	Gm28448	NA	0	NA	0
ENSMUSG00000100396	Gm29367	0.908785527134722	0.4	0.0925859160848518	0.8
ENSMUSG00000100397	Gm28071	0.9924007127335	0	0.692876880934552	-0.1
ENSMUSG00000100398	Gm5251	NA	0	NA	0.3
ENSMUSG00000100399	Gm28491	NA	0	NA	0
ENSMUSG00000100400	Gm29326	NA	0	NA	0
ENSMUSG00000100401	Gm29248	NA	0	NA	0
ENSMUSG00000100402	Gm28505	NA	-0.1	NA	-0.1
ENSMUSG00000100403	Gm21838	NA	0	NA	0
ENSMUSG00000100404	Gm21577	NA	0	NA	0
ENSMUSG00000100405	Gm28911	NA	0	NA	0
ENSMUSG00000100406	Gm28120	NA	0	NA	0
ENSMUSG00000100407	Gm28472	NA	0	NA	0
ENSMUSG00000100408	Gm28885	NA	0	NA	0
ENSMUSG00000100410	2310020H05Rik	NA	0	NA	0
ENSMUSG00000100411	Gm29269	NA	0	NA	0
ENSMUSG00000100412	Gm28572	NA	0	NA	0
ENSMUSG00000100413	Gm21506	NA	0	NA	0
ENSMUSG00000100415	Gm28089	NA	0	NA	0
ENSMUSG00000100416	Gm29501	NA	0	NA	0
ENSMUSG00000100417	Gm28578	NA	-0.3	0.406365597665587	-0.4
ENSMUSG00000100418	Gm28239	NA	0	NA	0
ENSMUSG00000100420	Gm28616	NA	0	NA	0
ENSMUSG00000100421	Gm29044	NA	0	NA	0
ENSMUSG00000100422	Gm29226	NA	0	NA	0
ENSMUSG00000100423	Gm28754	NA	0	NA	0
ENSMUSG00000100424	Gm29557	NA	0	NA	0
ENSMUSG00000100425	Gm29131	NA	0	NA	0
ENSMUSG00000100426	Gm4208	0.728206515539706	0.6	NA	0.8
ENSMUSG00000100428	Gm29413	NA	0	NA	0
ENSMUSG00000100429	Gm29186	NA	0	NA	0.1
ENSMUSG00000100430	1700095A13Rik	NA	0	NA	0
ENSMUSG00000100431	4930558N11Rik	NA	0	NA	0
ENSMUSG00000100432	Gm7539	NA	-0.2	NA	0.2
ENSMUSG00000100433	Gm21198	NA	0	NA	0
ENSMUSG00000100434	Gm3489	NA	0	NA	0
ENSMUSG00000100436	Gm29657	NA	0	NA	0
ENSMUSG00000100437	Gm29152	0.931204766706632	-0.3	NA	-0.4
ENSMUSG00000100438	Gm21825	NA	0	NA	0
ENSMUSG00000100439	Gm28922	NA	0	NA	0
ENSMUSG00000100440	Gm28405	NA	0	NA	0
ENSMUSG00000100441	Gm7266	0.87608365270667	-0.3	0.853019212213222	0.1
ENSMUSG00000100442	Gm20866	NA	0	NA	0
ENSMUSG00000100443	Scgb2b16-ps	NA	0	NA	0
ENSMUSG00000100444	C530043A13Rik	NA	-0.1	NA	0.4
ENSMUSG00000100445	Gm29550	NA	0	NA	0
ENSMUSG00000100446	Gm28242	NA	0	NA	0
ENSMUSG00000100447	Gm29378	NA	0	NA	0
ENSMUSG00000100448	H2al1k	NA	0	NA	0
ENSMUSG00000100449	Gm28757	NA	0	NA	0
ENSMUSG00000100450	Gm9443	NA	0	NA	0
ENSMUSG00000100451	Gm29665	NA	0	NA	0
ENSMUSG00000100452	Gm29628	NA	0	NA	0
ENSMUSG00000100453	Gm28397	NA	0	NA	0
ENSMUSG00000100454	Gm28901	NA	0	NA	0
ENSMUSG00000100455	Gm29170	0.988196901699877	0.1	0.129526953457927	0.5
ENSMUSG00000100456	Gm21868	NA	0	NA	0
ENSMUSG00000100457	D830032E09Rik	NA	0.1	NA	-0.1
ENSMUSG00000100458	Olfr1060-ps1	NA	0	NA	0
ENSMUSG00000100459	Gm5833	NA	0	NA	0
ENSMUSG00000100460	Gm28145	NA	0	NA	0
ENSMUSG00000100461	Gm28948	NA	0	NA	0
ENSMUSG00000100462	Gm28115	NA	0	NA	0
ENSMUSG00000100463	Gm28848	NA	0	NA	0
ENSMUSG00000100464	Gm21771	NA	0	NA	0
ENSMUSG00000100465	Gm29264	0.953246711876594	0.2	0.732336892982961	-0.2
ENSMUSG00000100466	Gm29572	NA	0	NA	0
ENSMUSG00000100467	Gm29582	NA	0	NA	0
ENSMUSG00000100468	Tmem167-ps1	NA	0	NA	0
ENSMUSG00000100469	Gm28895	NA	0	NA	0
ENSMUSG00000100470	Gm29479	NA	0	NA	0
ENSMUSG00000100471	Gm28409	NA	0	NA	0
ENSMUSG00000100472	Gm28918	NA	0	NA	0
ENSMUSG00000100473	Gm21804	NA	0	NA	0
ENSMUSG00000100474	Gm29614	NA	0	NA	0
ENSMUSG00000100475	Gm29543	NA	-0.1	NA	0
ENSMUSG00000100476	Nanog-ps2	NA	0	NA	0
ENSMUSG00000100477	Gm28507	NA	0	NA	0
ENSMUSG00000100478	Gm29632	NA	0	NA	0
ENSMUSG00000100479	Gm28921	NA	0	NA	0
ENSMUSG00000100480	Gm29156	0.993230396796762	0	0.758688799247629	0.2
ENSMUSG00000100481	Gm7114	0.971818334308876	0.1	0.956087015656073	0
ENSMUSG00000100483	Gm28237	NA	0	NA	0
ENSMUSG00000100484	Gm7133	NA	0	NA	0
ENSMUSG00000100485	Gm20920	NA	0	NA	0
ENSMUSG00000100486	Gm4131	NA	0	NA	-0.1
ENSMUSG00000100487	1700072B07Rik	NA	0	NA	0
ENSMUSG00000100488	Gm29559	NA	0	NA	0
ENSMUSG00000100489	Gm28303	NA	0	NA	0
ENSMUSG00000100490	Gm28455	NA	0.4	NA	0
ENSMUSG00000100491	Gm28331	NA	0	NA	0
ENSMUSG00000100492	Gm28672	NA	0	NA	0
ENSMUSG00000100494	Gm29033	NA	0	NA	0
ENSMUSG00000100495	Gm29369	NA	0	NA	0
ENSMUSG00000100496	Gm28639	NA	0	NA	0
ENSMUSG00000100497	Gm28624	NA	0	NA	0
ENSMUSG00000100499	Gm28460	NA	0	NA	0
ENSMUSG00000100500	Gm29080	NA	0	NA	0
ENSMUSG00000100501	Gm29466	NA	0	NA	0
ENSMUSG00000100502	Gm28286	0.995985977955159	0	0.472185603736327	0.4
ENSMUSG00000100503	Gm28927	NA	0	NA	0
ENSMUSG00000100504	Gm28926	NA	0	NA	0
ENSMUSG00000100505	Gm13283	NA	-0.1	NA	-0.2
ENSMUSG00000100506	Nanog-ps1	NA	0	NA	0
ENSMUSG00000100507	Gm21906	NA	0	NA	0
ENSMUSG00000100508	Gm28617	NA	0	NA	0
ENSMUSG00000100509	Gm21810	NA	0	NA	0
ENSMUSG00000100510	Hand2os1	0.141003177740477	-1.1	0.315728032984661	-0.4
ENSMUSG00000100511	1700111N16Rik	NA	0	NA	0
ENSMUSG00000100512	Ovol3	NA	-0.1	NA	0
ENSMUSG00000100513	Rpl23a-ps11	NA	0	NA	0
ENSMUSG00000100514	Gm12960	NA	0	NA	0.4
ENSMUSG00000100515	Gm17916	NA	0	NA	0.1
ENSMUSG00000100516	Gm29332	NA	0	NA	0
ENSMUSG00000100517	Gm29627	NA	0	NA	0
ENSMUSG00000100518	4930440C22Rik	NA	0	NA	0
ENSMUSG00000100519	Gm20801	NA	0	NA	0
ENSMUSG00000100520	Gm20885	NA	0	NA	0
ENSMUSG00000100521	Gm29058	NA	0	NA	0
ENSMUSG00000100522	Gm19280	NA	-0.1	NA	0.2
ENSMUSG00000100523	Gm29608	NA	0	NA	0
ENSMUSG00000100524	Gm28418	NA	0	NA	0
ENSMUSG00000100525	Gm20058	NA	0	NA	0
ENSMUSG00000100526	Gm29309	NA	0	NA	0
ENSMUSG00000100527	Gm28359	NA	0	NA	0
ENSMUSG00000100528	Gm28881	NA	0	NA	0
ENSMUSG00000100529	Gm19261	NA	0.1	NA	0
ENSMUSG00000100530	Gm18117	NA	0	NA	0
ENSMUSG00000100531	Gm28475	NA	0	NA	0
ENSMUSG00000100532	Gm28225	NA	0	NA	0
ENSMUSG00000100533	Gm29504	NA	0	NA	0
ENSMUSG00000100534	Gm816	NA	0	NA	0
ENSMUSG00000100535	Gm20870	NA	0	NA	0
ENSMUSG00000100537	Gm28485	NA	0	NA	0
ENSMUSG00000100538	Gm28340	NA	0	NA	0
ENSMUSG00000100539	Gm20913	NA	0	NA	0
ENSMUSG00000100540	Gm20799	NA	0	NA	0
ENSMUSG00000100541	Gm28871	NA	0	NA	0
ENSMUSG00000100542	Gm28097	NA	0	NA	0
ENSMUSG00000100543	Gm29127	NA	0	NA	0
ENSMUSG00000100544	Gm28606	NA	0	NA	0
ENSMUSG00000100546	Gm29483	NA	0	NA	0
ENSMUSG00000100547	Gm28611	NA	0	NA	0
ENSMUSG00000100548	Gm29585	0.992923749885823	0	0.0062492200781139	-0.9
ENSMUSG00000100549	Ifna11	NA	0	NA	0
ENSMUSG00000100550	2310039L15Rik	NA	0.4	NA	-0.1
ENSMUSG00000100551	Gm19503	0.997304348161314	0	0.583197470406571	-0.3
ENSMUSG00000100552	Gm29019	NA	0.2	NA	0.2
ENSMUSG00000100553	Gm17751	NA	0	NA	0
ENSMUSG00000100554	Gm7690	NA	0	NA	-0.2
ENSMUSG00000100555	Gm8173	0.929179583148472	0.2	0.655602781222962	-0.2
ENSMUSG00000100556	Gm28902	NA	0	NA	0
ENSMUSG00000100557	1700029E06Rik	NA	0	NA	0
ENSMUSG00000100558	1700025F24Rik	NA	0	NA	0
ENSMUSG00000100559	Gm20803	NA	0	NA	0
ENSMUSG00000100560	Gm21180	NA	0	NA	0
ENSMUSG00000100561	Gm7516	0.935331520772771	-0.3	0.986814607025686	0
ENSMUSG00000100562	Gm29611	NA	0	NA	-0.1
ENSMUSG00000100563	Gm3096	NA	0	NA	0
ENSMUSG00000100564	Gm28682	NA	0	NA	0
ENSMUSG00000100565	Gm28091	NA	0	NA	0
ENSMUSG00000100566	Tmem167-ps2	NA	0	NA	0
ENSMUSG00000100567	Gm28958	NA	0	NA	0
ENSMUSG00000100568	Gm29602	NA	0	NA	0
ENSMUSG00000100569	Gm28646	NA	0	NA	0
ENSMUSG00000100570	Gm29399	NA	0	NA	0
ENSMUSG00000100571	Gm29474	NA	0	NA	0
ENSMUSG00000100572	2410021H03Rik	NA	-0.1	NA	-0.3
ENSMUSG00000100573	1700081H04Rik	NA	0	NA	0
ENSMUSG00000100574	Gm28674	NA	0	NA	0
ENSMUSG00000100575	Gm21489	NA	0	NA	0
ENSMUSG00000100576	Gm28975	NA	0	NA	0
ENSMUSG00000100577	Gm29429	NA	0	NA	0
ENSMUSG00000100578	Gm28709	NA	0	NA	0
ENSMUSG00000100579	Gm28692	NA	0	NA	0
ENSMUSG00000100580	4933436I20Rik	NA	0	NA	0
ENSMUSG00000100581	Gm21785	NA	0	NA	0
ENSMUSG00000100582	Gm21428	NA	0	NA	0
ENSMUSG00000100583	Gm29443	NA	-0.1	NA	0
ENSMUSG00000100584	Gm28733	NA	0	NA	0
ENSMUSG00000100585	1700108J01Rik	NA	0	NA	0
ENSMUSG00000100586	Vmn1r90	0.98095238524896	-0.1	NA	0.1
ENSMUSG00000100587	Gm28797	NA	0	NA	0
ENSMUSG00000100588	Gm29497	NA	0	NA	0
ENSMUSG00000100589	4930533P14Rik	NA	0	NA	0
ENSMUSG00000100590	Gm4785	NA	0	NA	0
ENSMUSG00000100591	Gm21919	NA	0	NA	0
ENSMUSG00000100592	Gm28645	NA	0	NA	0
ENSMUSG00000100593	1700119H24Rik	0.97287564613965	-0.2	NA	0.6
ENSMUSG00000100594	2810414N06Rik	0.922610660400577	0.3	0.374343329137707	0.2
ENSMUSG00000100595	Gm19087	NA	0	NA	0.1
ENSMUSG00000100596	Gm29502	NA	0	NA	0.5
ENSMUSG00000100597	Gm29349	NA	0	NA	0
ENSMUSG00000100598	Gm28742	NA	0	NA	0
ENSMUSG00000100599	1700120C14Rik	0.516516514282663	0.6	0.869621701833446	0.1
ENSMUSG00000100600	A230077H06Rik	0.928145581735716	0.3	0.868333810621254	0.1
ENSMUSG00000100602	Gm19498	NA	0	NA	0
ENSMUSG00000100603	1700129L04Rik	NA	0	NA	0
ENSMUSG00000100604	Gm29256	NA	0	NA	0
ENSMUSG00000100605	Gm29243	0.113421191605212	1	0.0929587332863958	0.8
ENSMUSG00000100606	Gm29612	NA	0	NA	0
ENSMUSG00000100607	Gm29379	NA	0	NA	0
ENSMUSG00000100608	Gm21996	NA	0	NA	0
ENSMUSG00000100609	Gm28687	NA	0	NA	0
ENSMUSG00000100610	Gm29031	NA	0	NA	0
ENSMUSG00000100611	Gm21247	NA	0	NA	0
ENSMUSG00000100613	Gm5058	NA	0	NA	0
ENSMUSG00000100614	Gm28963	NA	0	NA	0
ENSMUSG00000100615	Gm5511	NA	0.2	NA	0.1
ENSMUSG00000100616	Gm28076	NA	0	NA	0
ENSMUSG00000100617	Gm7145	NA	0	NA	0
ENSMUSG00000100619	Gm8446	NA	0	NA	0
ENSMUSG00000100620	Gm28277	NA	0	NA	0
ENSMUSG00000100621	Gm28374	NA	-0.1	NA	-0.1
ENSMUSG00000100622	Gm20379	0.912223157600996	-0.3	0.979950444595939	0
ENSMUSG00000100623	Gm29428	NA	-0.1	NA	0
ENSMUSG00000100624	Gm28101	NA	0	NA	0
ENSMUSG00000100625	1700016G22Rik	NA	-0.1	NA	0.1
ENSMUSG00000100626	H2al1a	NA	0	NA	0
ENSMUSG00000100627	A830008E24Rik	0.989473296544104	0.1	0.548372740320773	0.3
ENSMUSG00000100628	Gm29648	NA	0	NA	0
ENSMUSG00000100629	Gm28192	0.982286243280519	-0.1	0.745526738899557	0.1
ENSMUSG00000100630	Gm28450	NA	0	NA	0
ENSMUSG00000100632	9430060I03Rik	0.989473296544104	-0.1	0.788491123761924	-0.2
ENSMUSG00000100634	Gm28171	NA	0	NA	0
ENSMUSG00000100635	Gm29157	NA	0	NA	0
ENSMUSG00000100636	Gm3551	NA	0	NA	0
ENSMUSG00000100637	Gm20819	NA	0	NA	0
ENSMUSG00000100639	Scgb1b6-ps	NA	0	NA	0
ENSMUSG00000100640	Gm29073	NA	0	NA	0
ENSMUSG00000100641	Gm28413	NA	0	NA	0
ENSMUSG00000100642	Gm28230	0.983700358319692	-0.1	0.623093803514892	0.2
ENSMUSG00000100643	Gm21163	NA	0	NA	0
ENSMUSG00000100644	Gm20793	NA	0	NA	0
ENSMUSG00000100645	Gm28576	NA	0	NA	0
ENSMUSG00000100646	Gm28193	NA	0	NA	0
ENSMUSG00000100647	Gm29027	NA	0	NA	0
ENSMUSG00000100648	Gm28659	NA	-0.1	NA	-0.3
ENSMUSG00000100649	Gm28428	NA	0	NA	0
ENSMUSG00000100650	Gm28807	NA	0	NA	0
ENSMUSG00000100651	Gm28810	NA	0	NA	0
ENSMUSG00000100652	Gm7634	NA	0	NA	0
ENSMUSG00000100653	Gm28238	NA	0	NA	0
ENSMUSG00000100654	Gm4207	NA	0	NA	0
ENSMUSG00000100655	Gm21462	NA	0	NA	0
ENSMUSG00000100656	Gm8525	NA	0	NA	0
ENSMUSG00000100657	Gm28862	NA	0	NA	0
ENSMUSG00000100658	F730311O21Rik	0.914008208794983	-0.3	9.38682793633695e-05	-0.9
ENSMUSG00000100659	Gm28636	NA	0	NA	0
ENSMUSG00000100660	Kat6b-ps2	NA	-0.1	NA	-0.1
ENSMUSG00000100661	Gm29471	NA	0	NA	0
ENSMUSG00000100662	Gm19029	NA	-0.1	NA	-0.1
ENSMUSG00000100663	Gm29604	NA	0	NA	0
ENSMUSG00000100664	6030442E23Rik	NA	0	NA	0
ENSMUSG00000100665	Mrgprc1-ps	NA	0	NA	0
ENSMUSG00000100666	1700007F19Rik	NA	0	NA	0
ENSMUSG00000100667	1700040F15Rik	NA	0	NA	0
ENSMUSG00000100668	1700083H02Rik	NA	0	NA	0
ENSMUSG00000100669	Gm21111	NA	0	NA	0
ENSMUSG00000100670	Gm28744	NA	0	NA	0
ENSMUSG00000100671	Gm28322	NA	0	NA	0
ENSMUSG00000100672	Gm28404	NA	0	NA	0
ENSMUSG00000100673	Gm29574	NA	0	NA	0
ENSMUSG00000100674	Gm28806	NA	0	NA	0
ENSMUSG00000100675	Gm28607	NA	0	NA	0
ENSMUSG00000100676	Gm28860	NA	0	NA	0
ENSMUSG00000100677	Gm21184	NA	0	NA	0
ENSMUSG00000100678	Gm29251	NA	0	NA	0
ENSMUSG00000100679	Gm28778	NA	0	NA	0
ENSMUSG00000100680	1810044D09Rik	0.996182724194008	0	0.474799292723184	-0.2
ENSMUSG00000100681	1700064J06Rik	NA	0	NA	0
ENSMUSG00000100682	Gm28103	NA	0	NA	0
ENSMUSG00000100683	Gm28186	NA	0	NA	0
ENSMUSG00000100684	Gm20268	NA	0	NA	0
ENSMUSG00000100685	Gm28610	NA	0	NA	0
ENSMUSG00000100687	Gm18357	NA	0	NA	0
ENSMUSG00000100689	Taar7e	NA	0	NA	0
ENSMUSG00000100690	Gm4322	NA	0	NA	0
ENSMUSG00000100691	2010320M18Rik	0.912223157600996	-0.1	0.336971592333032	-0.2
ENSMUSG00000100692	Gm21672	NA	0	NA	0
ENSMUSG00000100693	Gm28278	NA	0	NA	0
ENSMUSG00000100694	Gm29182	NA	0	NA	0
ENSMUSG00000100695	Gm28110	NA	0	NA	0
ENSMUSG00000100696	Gm8419	NA	0	NA	0
ENSMUSG00000100697	Gm29184	NA	0	NA	0
ENSMUSG00000100698	Gm20902	NA	0	NA	0
ENSMUSG00000100699	Gm21765	NA	0	NA	0
ENSMUSG00000100700	Gm6137	NA	0	NA	0
ENSMUSG00000100701	Gm19587	0.989473296544104	-0.1	0.46499849094081	0.4
ENSMUSG00000100702	Gm8976	NA	0	NA	0.2
ENSMUSG00000100703	Gm28358	NA	0	NA	0
ENSMUSG00000100704	Gm28434	NA	0	NA	0
ENSMUSG00000100705	Gm28227	NA	0	NA	0
ENSMUSG00000100706	Gm19744	NA	-0.3	NA	0.2
ENSMUSG00000100707	Gm28523	0.939520496337735	0.3	0.899814081830565	-0.1
ENSMUSG00000100708	Gm21173	NA	0	NA	0
ENSMUSG00000100709	Gm28295	NA	0	NA	0
ENSMUSG00000100710	Gm29197	NA	0	NA	0
ENSMUSG00000100711	Gm29461	NA	0	NA	0
ENSMUSG00000100712	Gm28446	NA	0	NA	0
ENSMUSG00000100713	Ifna7	NA	0	NA	0
ENSMUSG00000100714	2010308F09Rik	NA	-0.1	NA	0.1
ENSMUSG00000100715	Gm28074	NA	0	NA	0
ENSMUSG00000100716	Gm28550	NA	0	NA	0
ENSMUSG00000100717	1700120G07Rik	NA	-0.1	NA	0
ENSMUSG00000100718	Gm21717	NA	0	NA	0
ENSMUSG00000100719	Gm28786	NA	0	NA	0
ENSMUSG00000100720	Gm10075	NA	-0.1	NA	0.1
ENSMUSG00000100721	Gm9271	NA	0	NA	0
ENSMUSG00000100722	Gm29569	NA	0	NA	0
ENSMUSG00000100723	Gm28160	NA	0	NA	0
ENSMUSG00000100724	Gm28533	NA	0	NA	0
ENSMUSG00000100726	Gm21497	NA	0	NA	0
ENSMUSG00000100727	1700003P14Rik	NA	0	NA	0
ENSMUSG00000100728	Gm29431	NA	0	NA	0
ENSMUSG00000100730	Gm20776	NA	0	NA	0
ENSMUSG00000100731	Gm29523	NA	0	NA	0
ENSMUSG00000100732	Topbp1-ps2	NA	0.2	NA	0
ENSMUSG00000100733	4932411K12Rik	NA	-0.2	NA	0.1
ENSMUSG00000100734	Rpl23a-ps8	NA	0	NA	0
ENSMUSG00000100736	Gm5147	NA	-0.2	NA	0.1
ENSMUSG00000100737	Gm21774	NA	0	NA	0
ENSMUSG00000100738	2010106C02Rik	NA	0.1	NA	-0.2
ENSMUSG00000100739	Gm28296	NA	0	NA	0
ENSMUSG00000100740	Gm29476	NA	0	NA	0
ENSMUSG00000100741	Gm28814	NA	0	NA	0
ENSMUSG00000100742	Gm28953	NA	0	NA	0
ENSMUSG00000100743	Scgb1b25-ps	NA	0	NA	0
ENSMUSG00000100744	Gm17764	NA	-0.1	NA	0.3
ENSMUSG00000100745	Gm29077	NA	0	NA	0
ENSMUSG00000100746	Gm28716	NA	0	NA	0
ENSMUSG00000100747	1700084E18Rik	0.881174918084253	0.3	0.458440290790355	0.3
ENSMUSG00000100749	Gm20798	NA	0	NA	0
ENSMUSG00000100750	Gm29084	NA	0	NA	0
ENSMUSG00000100751	Gm5116	NA	0	NA	0
ENSMUSG00000100752	Gm28847	NA	0	NA	0
ENSMUSG00000100753	Gm29435	NA	0	NA	0
ENSMUSG00000100754	Scgb2b5-ps	NA	0	NA	0
ENSMUSG00000100755	Rps23-ps1	NA	0	NA	0
ENSMUSG00000100756	Gm21257	NA	0	NA	0
ENSMUSG00000100757	Gm29613	NA	0	NA	0
ENSMUSG00000100758	Gm3332	NA	0	NA	0
ENSMUSG00000100759	1700029B22Rik	NA	0	NA	0
ENSMUSG00000100760	Gm4035	0.781018072263211	0.6	0.168014259062679	0.6
ENSMUSG00000100761	Gm29344	NA	0	NA	0
ENSMUSG00000100762	Gm8403	NA	0	NA	0
ENSMUSG00000100763	Gm28777	NA	0	NA	0
ENSMUSG00000100764	Gm29155	0.9924007127335	0	NA	0.1
ENSMUSG00000100765	Gm28684	NA	0	NA	0
ENSMUSG00000100767	Gm3508	NA	0	NA	-0.2
ENSMUSG00000100768	Gm29055	NA	0	NA	0
ENSMUSG00000100769	Gm28893	NA	0	NA	0
